Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1782783239,148566306,40,1,1,0,0.00,1.50
1782783240,148565208,22,2,2,0,0.00,1.25
1782783241,148567965,40,1,1,0,0.00,1.01
1782783242,148565933,17,0,1,0,0.00,0.25
1782783243,148566246,27,0,0,0,0.00,0.50
1782783244,148563749,34,0,0,0,0.00,0.50
1782783245,148566617,37,0,1,0,0.00,0.50
1782783246,148565322,43,0,0,0,0.00,1.01
1782783247,148567361,59,0,0,0,0.00,1.75
1782783248,148565964,44,0,0,0,0.00,1.01
1782783249,148567851,35,0,0,0,0.00,1.00
1782783250,148611562,32,0,0,0,0.00,0.75
1782783251,148604545,42,0,0,0,0.00,1.01
1782783252,148567166,46,0,0,0,0.00,1.25
1782783253,148564477,40,0,0,0,0.00,0.76
1782783254,148572674,36,1,1,0,0.00,0.76
1782783255,148568634,35,0,0,0,0.00,0.76
1782783256,148568085,44,0,0,0,0.00,1.75
1782783257,148569569,34,0,0,0,0.00,1.01
1782783258,148566992,47,0,0,0,0.00,1.01
1782783259,148567334,46,0,0,0,0.00,0.76
1782783260,148601323,34,1,2,0,0.00,1.00
1782783261,148567501,42,0,0,0,0.00,1.01
1782783262,148564515,49,0,0,0,0.00,1.01
1782783263,148569915,36,0,1,0,0.00,1.01
1782783264,148562401,42,0,0,0,0.00,0.76
1782783265,148567597,31,0,0,0,0.00,1.25
1782783266,148561649,51,0,0,0,0.00,0.76
1782783267,148604660,32,0,0,0,0.00,0.75
1782783268,148564705,29,0,0,0,0.00,0.50
1782783269,148571054,58,0,0,0,0.00,1.51
1782783270,148562925,48,0,0,0,0.00,1.01
1782783271,148570266,47,0,0,0,0.00,0.76
1782783272,148566620,44,1,1,0,0.00,1.25
1782783273,148571725,33,0,0,0,0.00,0.75
1782783274,148573083,44,0,0,0,0.00,0.76
1782783275,148575691,44,0,0,0,0.00,1.50
1782783276,148571323,40,0,0,0,0.00,1.01
1782783277,148573674,35,1,1,0,0.00,0.50
1782783278,148572538,41,0,1,0,0.00,1.25
1782783279,148572602,37,0,0,0,0.00,1.00
1782783280,148574646,33,0,0,0,0.00,1.00
1782783281,148572890,45,0,0,0,0.00,1.25
1782783282,148566500,36,0,0,0,0.00,0.75
1782783283,148572299,44,0,0,0,0.00,0.76
1782783284,148570236,30,2,2,0,0.00,1.50
1782783285,148572184,45,1,1,0,0.00,1.01
1782783286,148566478,39,1,1,0,0.00,0.76
1782783287,148563690,40,0,0,0,0.00,1.01
1782783288,148568092,36,0,0,0,0.00,1.00
1782783289,148565099,30,0,0,0,0.00,0.75
1782783290,148566378,40,1,2,0,0.00,0.76
1782783291,148566983,40,1,1,0,0.00,1.50
1782783292,148568630,41,0,0,0,0.00,0.76
1782783293,148568040,37,0,0,0,0.00,0.76
1782783294,148571045,42,0,0,0,0.00,1.01
1782783295,148598530,49,0,0,0,0.00,1.01
1782783296,148720913,32,1,1,0,0.00,0.75
1782783297,148568194,34,0,1,0,0.00,1.25
1782783298,148605893,23,0,1,0,0.00,0.25
1782783299,148567240,30,0,0,0,0.00,0.50
1782783300,148569629,40,0,0,0,0.00,1.00
1782783301,148565562,41,0,0,0,0.00,1.01
1782783302,148572643,24,0,0,0,0.00,1.00
1782783303,148577485,32,0,0,0,0.00,1.00
1782783304,148571861,38,0,0,0,0.00,0.76
1782783305,148572279,55,0,0,0,0.00,1.50
1782783306,148608116,63,0,0,0,0.00,1.01
1782783307,148569319,40,0,0,0,0.00,0.25
1782783308,148569169,68,0,0,0,0.00,1.51
1782783309,148571730,51,0,0,0,0.00,1.75
1782783310,148571219,37,0,0,0,0.00,0.76
1782783311,148526907,39,0,0,0,0.00,1.50
1782783312,148565306,41,0,0,0,0.00,0.76
1782783313,148574904,46,0,1,0,0.00,1.01
1782783314,148577368,47,0,0,0,0.00,1.51
1782783315,148574417,35,0,0,0,0.00,0.25
1782783316,148571155,35,0,1,0,0.00,1.00
1782783317,148568467,44,0,0,0,0.00,0.76
1782783318,148571562,50,2,2,0,0.00,1.26
1782783319,148573878,30,1,1,0,0.00,1.25
1782783320,148565779,30,0,0,0,0.00,0.75
1782783321,148539452,53,0,0,0,0.00,1.51
1782783322,148603438,37,1,1,0,0.00,0.51
1782783323,148572062,50,0,0,0,0.00,1.50
1782783324,148576886,31,0,0,0,0.00,0.75
1782783325,148570252,37,1,1,0,0.00,1.00
1782783326,148572006,31,0,0,0,0.00,1.25
1782783327,148573657,33,0,1,0,0.00,0.50
1782783328,148569268,41,0,0,0,0.00,1.25
1782783329,148565922,42,0,0,0,0.00,0.25
1782783330,148571587,36,0,0,0,0.00,1.00
1782783331,148574234,46,1,0,0,0.00,1.01
1782783332,148575840,44,0,0,0,0.00,1.01
1782783333,148575261,93,0,0,0,0.00,2.26
1782783334,148576662,38,0,1,0,0.00,1.01
1782783335,148572179,28,0,0,0,0.00,1.00
1782783336,148572021,47,0,0,0,0.00,0.51
1782783337,148571447,23,0,0,0,0.00,0.75
1782783338,148562959,39,1,1,0,0.00,1.25
1782783339,148573638,53,0,0,0,0.00,1.75
1782783340,148570413,42,1,1,0,0.00,0.51
1782783341,148560731,43,0,0,0,0.00,1.01
1782783342,148565581,33,1,1,0,0.00,0.25
1782783343,148566059,39,2,2,0,0.00,1.26
1782783344,148569037,42,0,0,0,0.00,0.76
1782783345,148568788,43,0,0,0,0.00,1.01
1782783346,148604842,30,0,0,0,0.00,0.75
1782783347,148566159,29,1,1,0,0.00,1.00
1782783348,148566643,40,1,1,0,0.00,0.76
1782783349,148542546,45,0,0,0,0.00,1.26
1782783350,148572408,44,0,0,0,0.00,1.25
1782783351,148593314,33,0,0,0,0.00,0.75
1782783352,148574481,38,0,0,0,0.00,0.76
1782783353,148608098,43,0,1,0,0.00,1.01
1782783354,148570779,29,0,0,0,0.00,1.00
1782783355,148572732,46,0,0,0,0.00,1.01
1782783356,148565572,29,0,0,0,0.00,0.75
1782783357,148572007,37,0,0,0,0.00,0.76
1782783358,148573496,30,0,0,0,0.00,0.75
1782783359,148573475,33,1,1,0,0.00,0.75
1782783360,148573717,44,0,0,0,0.00,1.01
1782783361,148573804,46,1,1,0,0.00,0.76
1782783362,148571756,26,0,0,0,0.00,0.75
1782783363,148542471,19,1,1,0,0.00,0.75
1782783364,148563603,33,0,0,0,0.00,1.00
1782783365,148552810,41,0,0,0,0.00,0.76
1782783366,148578477,48,0,0,0,0.00,0.76
1782783367,148572531,63,0,0,0,0.00,1.51
1782783368,148572367,57,0,0,0,0.00,1.01
1782783369,148573559,60,0,1,0,0.00,1.26
1782783370,148572929,59,0,0,0,0.00,1.01
1782783371,148574592,51,0,0,0,0.00,1.50
1782783372,148574955,33,0,0,0,0.00,0.76
1782783373,148571100,50,1,1,0,0.00,1.25
1782783374,148575216,35,0,0,0,0.00,0.25
1782783375,148568968,36,0,0,0,0.00,1.50
1782783376,148567722,46,0,0,0,0.00,0.76
1782783377,148606685,38,0,1,0,0.00,1.25
1782783378,148566119,47,0,0,0,0.00,0.51
1782783379,148532012,37,0,0,0,0.00,1.25
1782783380,148572855,38,0,0,0,0.00,1.01
1782783381,148572553,36,0,0,0,0.00,1.26
1782783382,148565898,41,0,0,0,0.00,1.25
1782783383,148533047,37,0,0,0,0.00,0.51
1782783384,148564676,40,0,0,0,0.00,1.00
1782783385,148565161,46,0,0,0,0.00,0.76
1782783386,148571272,43,0,0,0,0.00,1.01
1782783387,148568062,42,0,0,0,0.00,0.76
1782783388,148567457,36,0,0,0,0.00,0.50
1782783389,148572375,41,0,0,0,0.00,0.76
1782783390,148564429,36,1,0,0,0.00,0.75
1782783391,148569766,46,0,0,0,0.00,1.01
1782783392,148568385,50,0,0,0,0.00,1.75
1782783393,148567162,45,0,0,0,0.00,0.00
1782783394,148567919,35,0,0,0,0.00,1.01
1782783395,148567480,40,0,0,0,0.00,0.76
1782783396,148565584,30,0,0,0,0.00,0.25
1782783397,148567752,29,1,1,0,0.00,1.00
1782783398,148567577,46,0,0,0,0.00,1.01
1782783399,148567508,29,0,0,0,0.00,1.00
1782783400,148569888,38,0,0,0,0.00,0.76
1782783401,148571384,40,1,1,0,0.00,1.01
1782783402,148567257,42,0,0,0,0.00,0.51
1782783403,148566568,44,0,0,0,0.00,1.01
1782783404,148571297,35,0,0,0,0.00,0.51
1782783405,148571184,37,0,0,0,0.00,1.00
1782783406,148566072,32,0,0,0,0.00,0.75
1782783407,148567263,33,0,0,0,0.00,0.76
1782783408,148566789,48,0,0,0,0.00,1.01
1782783409,148566473,39,0,0,0,0.00,0.76
1782783410,148568032,37,0,0,0,0.00,0.75
1782783411,148568552,20,0,0,0,0.00,0.25
1782783412,148604073,55,1,1,0,0.00,0.76
1782783413,148564907,49,0,0,0,0.00,1.50
1782783414,148602097,42,0,0,0,0.00,0.76
1782783415,148567414,30,0,0,0,0.00,0.25
1782783416,148566429,40,1,1,0,0.00,1.01
1782783417,148567425,43,0,0,0,0.00,1.01
1782783418,148566496,46,1,1,0,0.00,1.25
1782783419,148566453,38,0,0,0,0.00,1.01
1782783420,148567400,45,0,0,0,0.00,1.25
1782783421,148567204,41,1,1,0,0.00,0.76
1782783422,148568050,26,0,0,0,0.00,0.75
1782783423,148565824,17,1,2,0,0.00,0.50
1782783424,148599850,37,0,1,0,0.00,0.76
1782783425,148568304,32,0,0,0,0.00,1.25
1782783426,148569051,50,0,0,0,0.00,0.51
1782783427,148571466,54,0,0,0,0.00,1.26
1782783428,148565705,49,0,0,0,0.00,1.01
1782783429,148567706,42,1,1,0,0.00,0.76
1782783430,148605281,35,0,0,0,0.00,1.01
1782783431,148606086,50,0,0,0,0.00,1.01
1782783432,148567518,42,1,0,0,0.00,0.75
1782783433,148571764,37,0,0,0,0.00,0.25
1782783434,148569396,47,0,0,0,0.00,1.75
1782783435,148568123,42,1,1,0,0.00,0.76
1782783436,148571643,50,0,0,0,0.00,1.26
1782783437,148566622,37,1,1,0,0.00,0.51
1782783438,148565197,40,0,0,0,0.00,0.51
1782783439,148566950,28,0,0,0,0.00,0.50
1782783440,148566829,34,0,0,0,0.00,0.76
1782783441,148569209,32,0,0,0,0.00,0.50
1782783442,148570184,38,0,0,0,0.00,0.50
1782783443,148562567,52,0,0,0,0.00,1.76
1782783444,148566670,52,0,1,0,0.00,1.01
1782783445,148569628,46,0,0,0,0.00,1.01
1782783446,148614827,39,0,0,0,0.00,0.51
1782783447,148568829,45,0,0,0,0.00,1.01
1782783448,148566634,45,1,1,0,0.00,1.26
1782783449,148566004,24,0,0,0,0.00,0.50
1782783450,148566884,40,0,0,0,0.00,1.01
1782783451,148611881,39,0,0,0,0.00,0.75
1782783452,148567087,44,0,0,0,0.00,0.76
1782783453,148567972,40,1,1,0,0.00,1.25
1782783454,148564378,36,0,2,0,0.00,1.25
1782783455,148566046,32,2,2,0,0.00,1.01
1782783456,148573809,39,0,0,0,0.00,0.76
1782783457,148565844,27,0,0,0,0.00,0.50
1782783458,148566682,40,0,0,0,0.00,0.76
1782783459,148565647,21,0,0,0,0.00,0.00
1782783460,148569196,53,0,0,0,0.00,1.01
1782783461,148604985,24,0,0,0,0.00,0.50
1782783462,148569735,37,0,0,0,0.00,0.50
1782783463,148567402,26,0,0,0,0.00,1.00
1782783464,148575487,39,0,1,0,0.00,0.51
1782783465,148573365,34,0,0,0,0.00,1.00
1782783466,148568691,46,0,0,0,0.00,1.26
1782783467,148575478,36,1,1,0,0.00,1.25
1782783468,148608723,57,0,0,0,0.00,1.01
1782783469,148569471,43,0,0,0,0.00,1.76
1782783470,148571625,52,0,0,0,0.00,1.26
1782783471,148568781,52,0,0,0,0.00,1.01
1782783472,148572604,38,0,0,0,0.00,1.00
1782783473,148575595,37,2,2,0,0.00,0.51
1782783474,148569994,40,0,0,0,0.00,1.01
1782783475,148571269,31,1,1,0,0.00,1.25
1782783476,148721554,41,1,0,0,0.00,0.76
1782783477,148570436,45,1,1,0,0.00,1.01
1782783478,148569423,37,0,0,0,0.00,1.00
1782783479,148572004,42,0,0,0,0.00,0.25
1782783480,148571774,57,0,0,0,0.00,1.26
1782783481,148567327,38,0,0,0,0.00,1.25
1782783482,148571838,35,0,0,0,0.00,0.50
1782783483,148570518,18,1,1,0,0.00,0.75
1782783484,148565084,36,0,0,0,0.00,1.01
1782783485,148569808,53,0,0,0,0.00,0.76
1782783486,148572762,55,0,0,0,0.00,1.01
1782783487,148569467,86,1,1,0,0.00,2.02
1782783488,148566173,43,0,0,0,0.00,1.01
1782783489,148566266,44,0,1,0,0.00,0.76
1782783490,148567037,35,0,0,0,0.00,1.00
1782783491,148564527,52,0,0,0,0.00,1.26
1782783492,148568530,35,0,0,0,0.00,1.00
1782783493,148609512,36,0,0,0,0.00,1.01
1782783494,148570027,41,0,0,0,0.00,1.50
1782783495,148568564,40,0,0,0,0.00,0.76
1782783496,148564966,41,0,0,0,0.00,1.01
1782783497,148565797,34,0,0,0,0.00,0.75
1782783498,148569233,41,0,0,0,0.00,0.76
1782783499,148568972,58,0,0,0,0.00,1.26
1782783500,148568452,37,0,0,0,0.00,0.50
1782783501,148568350,38,0,0,0,0.00,0.51
1782783502,148565384,37,0,0,0,0.00,0.75
1782783503,148576638,37,0,0,0,0.00,1.01
1782783504,148567580,47,0,0,0,0.00,0.76
1782783505,148565659,35,0,1,0,0.00,1.01
1782783506,148532750,42,0,0,0,0.00,0.76
1782783507,148566612,47,0,0,0,0.00,1.01
1782783508,148565580,33,0,1,0,0.00,1.00
1782783509,148566736,44,0,0,0,0.00,1.01
1782783510,148564977,49,0,0,0,0.00,0.51
1782783511,148565979,58,1,1,0,0.00,1.26
1782783512,148566148,45,0,0,0,0.00,1.26
1782783513,148572726,41,0,0,0,0.00,1.01
1782783514,148565762,56,1,1,0,0.00,1.01
1782783515,148567446,36,0,0,0,0.00,1.50
1782783516,148569547,53,0,0,0,0.00,1.26
1782783517,148567534,43,0,0,0,0.00,0.51
1782783518,148602502,38,1,2,0,0.00,0.76
1782783519,148571690,30,2,2,0,0.00,0.50
1782783520,148563118,41,1,1,0,0.00,0.76
1782783521,148575225,41,0,0,0,0.00,1.01
1782783522,148568530,42,1,2,0,0.00,0.51
1782783523,148567722,36,0,0,0,0.00,1.25
1782783524,148602279,52,0,0,0,0.00,1.26
1782783525,148570224,33,1,1,0,0.00,0.25
1782783526,148527492,46,0,0,0,0.00,1.01
1782783527,148567469,32,0,0,0,0.00,1.00
1782783528,148569270,33,0,1,0,0.00,0.50
1782783529,148593937,39,0,0,0,0.00,1.00
1782783530,148566938,44,0,0,0,0.00,1.25
1782783531,148571919,46,0,1,0,0.00,1.75
1782783532,148564089,55,0,0,0,0.00,1.01
1782783533,148564177,32,0,0,0,0.00,0.50
1782783534,148584266,38,0,0,0,0.00,0.51
1782783535,148567637,46,0,0,0,0.00,1.01
1782783536,148566477,38,0,0,0,0.00,1.01
1782783537,148574069,46,0,1,0,0.00,1.26
1782783538,148568432,49,0,0,0,0.00,0.51
1782783539,148565922,40,0,0,0,0.00,1.75
1782783540,148566642,32,0,0,0,0.00,1.00
1782783541,148571217,37,0,0,0,0.00,0.75
1782783542,148566730,27,0,0,0,0.00,0.75
1782783543,148566151,17,0,0,0,0.00,0.50
1782783544,148577604,41,0,0,0,0.00,0.76
1782783545,148567547,46,0,0,0,0.00,1.25
1782783546,148568273,61,0,0,0,0.00,1.26
1782783547,148564885,68,0,1,0,0.00,1.26
1782783548,148564467,81,0,0,0,0.00,1.76
1782783549,148567904,40,0,1,0,0.00,0.76
1782783550,148568165,42,1,1,0,0.00,1.01
1782783551,148567542,38,0,0,0,0.00,0.51
1782783552,148570305,40,1,1,0,0.00,1.25
1782783553,148568589,44,0,1,0,0.00,1.26
1782783554,148570313,57,1,1,0,0.00,1.26
1782783555,148568079,47,0,0,0,0.00,0.25
1782783556,148563866,44,0,0,0,0.00,1.01
1782783557,148563561,49,0,0,0,0.00,1.51
1782783558,148572372,35,0,0,0,0.00,0.75
1782783559,148569465,40,0,0,0,0.00,0.51
1782783560,148569371,37,0,0,0,0.00,0.75
1782783561,148570580,55,1,3,0,0.00,1.01
1782783562,148563874,34,0,1,0,0.00,0.50
1782783563,148563158,55,0,0,0,0.00,1.26
1782783564,148568016,36,0,0,0,0.00,1.25
1782783565,148565843,34,0,0,0,0.00,0.51
1782783566,148577943,32,1,1,0,0.00,1.00
1782783567,148571241,41,0,1,0,0.00,0.76
1782783568,148569853,48,0,0,0,0.00,1.75
1782783569,148567580,38,0,0,0,0.00,1.25
1782783570,148571923,44,0,0,0,0.00,1.01
1782783571,148571111,50,1,1,0,0.00,1.01
1782783572,148566654,47,1,0,0,0.00,0.51
1782783573,148569854,46,0,0,0,0.00,1.01
1782783574,148570450,50,0,0,0,0.00,1.50
1782783575,148567662,44,1,1,0,0.00,0.51
1782783576,148565969,37,0,0,0,0.00,0.76
1782783577,148530163,44,1,1,0,0.00,0.76
1782783578,148567638,42,0,0,0,0.00,1.50
1782783579,148571208,50,0,0,0,0.00,1.50
1782783580,148582331,37,0,0,0,0.00,0.76
1782783581,148571424,42,0,0,0,0.00,0.76
1782783582,148568956,44,0,0,0,0.00,1.26
1782783583,148568571,42,0,0,0,0.00,1.01
1782783584,148566781,42,0,0,0,0.00,1.25
1782783585,148566920,43,1,1,0,0.00,1.25
1782783586,148600809,45,0,0,0,0.00,1.50
1782783587,148605636,33,0,1,0,0.00,1.25
1782783588,148564059,50,0,0,0,0.00,1.50
1782783589,148567586,27,0,0,0,0.00,0.75
1782783590,148567208,45,1,2,0,0.00,1.01
1782783591,148565581,32,0,0,0,0.00,0.75
1782783592,148537340,41,0,0,0,0.00,1.01
1782783593,148566183,33,0,0,0,0.00,0.25
1782783594,148560809,41,0,0,0,0.00,1.01
1782783595,148570384,27,1,1,0,0.00,1.25
1782783596,148579698,38,0,0,0,0.00,1.25
1782783597,148568337,49,0,1,0,0.00,0.76
1782783598,148573539,33,1,1,0,0.00,0.75
1782783599,148564888,40,1,1,0,0.00,1.01
1782783600,148566551,37,0,0,0,0.00,0.75
1782783601,148570558,50,0,1,0,0.00,1.01
1782783602,148563784,29,0,0,0,0.00,0.75
1782783603,148564824,26,0,1,0,0.00,0.75
1782783604,148566073,50,1,1,0,0.00,1.26
1782783605,148562272,56,0,0,0,0.00,1.01
1782783606,148562012,61,1,1,0,0.00,1.75
1782783607,148568941,74,0,0,0,0.00,1.51
1782783608,148565402,90,1,1,0,0.00,2.27
1782783609,148562281,58,0,1,0,0.00,0.76
1782783610,148565462,41,0,0,0,0.00,0.51
1782783611,148566509,57,0,0,0,0.00,2.00
1782783612,148567505,40,0,0,0,0.00,0.51
1782783613,148572669,39,0,1,0,0.00,0.76
1782783614,148563562,42,0,1,0,0.00,1.75
1782783615,148567842,44,1,1,0,0.00,1.50
1782783616,148571446,55,0,0,0,0.00,0.51
1782783617,148568227,45,0,0,0,0.00,0.76
1782783618,148579228,33,0,0,0,0.00,0.76
1782783619,148566272,40,0,0,0,0.00,1.25
1782783620,148559931,8,0,0,0,0.00,0.50
1782783621,148568122,68,0,0,0,0.00,1.26
1782783622,148577616,80,0,0,0,0.00,2.51
1782783623,148565913,49,0,0,0,0.00,0.76
1782783624,148608534,25,0,0,0,0.00,0.50
1782783625,148572666,44,0,0,0,0.00,1.01
1782783626,148565237,53,0,0,0,0.00,1.26
1782783627,148574631,27,1,1,0,0.00,0.50
1782783628,148563766,42,0,1,0,0.00,1.00
1782783629,148568682,39,0,0,0,0.00,0.76
1782783630,148567402,39,0,0,0,0.00,1.50
1782783631,148567529,41,0,0,0,0.00,0.76
1782783632,148573386,45,0,0,0,0.00,1.25
1782783633,148611327,43,0,0,0,0.00,1.50
1782783634,148566925,47,0,0,0,0.00,0.76
1782783635,148565597,62,0,0,0,0.00,1.02
1782783636,148564686,39,1,2,0,0.00,1.01
1782783637,148567526,41,0,0,0,0.00,1.01
1782783638,148565471,33,1,1,0,0.00,0.76
1782783639,148583626,35,0,0,0,0.00,0.75
1782783640,148566260,40,0,0,0,0.00,0.76
1782783641,148567333,42,0,0,0,0.00,0.51
1782783642,148520125,41,1,1,0,0.00,1.01
1782783643,148565314,42,0,0,0,0.00,0.76
1782783644,148567483,37,0,0,0,0.00,1.25
1782783645,148573246,38,0,0,0,0.00,1.50
1782783646,148570052,42,0,0,0,0.00,1.00
1782783647,148566443,35,0,0,0,0.00,0.76
1782783648,148534500,41,1,1,0,0.00,1.25
1782783649,148567038,32,1,1,0,0.00,0.25
1782783650,148566451,39,0,0,0,0.00,1.50
1782783651,148572584,27,1,1,0,0.00,0.75
1782783652,148573249,42,0,0,0,0.00,1.01
1782783653,148565165,38,0,0,0,0.00,1.50
1782783654,148598592,42,1,1,0,0.00,0.51
1782783655,148571655,35,0,0,0,0.00,1.00
1782783656,148568938,38,0,0,0,0.00,0.76
1782783657,148565545,36,0,0,0,0.00,0.51
1782783658,148563871,44,0,0,0,0.00,1.01
1782783659,148608812,30,0,0,0,0.00,0.75
1782783660,148545786,36,0,0,0,0.00,0.50
1782783661,148579844,50,0,0,0,0.00,2.01
1782783662,148565569,34,0,1,0,0.00,0.25
1782783663,148565462,21,0,0,0,0.00,0.50
1782783664,148532543,32,1,1,0,0.00,1.00
1782783665,148567853,47,0,0,0,0.00,0.76
1782783666,148566134,49,0,0,0,0.00,0.76
1782783667,148565404,73,1,1,0,0.00,1.26
1782783668,148565197,47,0,0,0,0.00,1.50
1782783669,148566605,46,0,0,0,0.00,1.01
1782783670,148567024,30,0,0,0,0.00,0.50
1782783671,148564110,41,0,0,0,0.00,1.01
1782783672,148569322,41,0,0,0,0.00,0.76
1782783673,148563806,44,0,0,0,0.00,0.51
1782783674,148568030,55,0,0,0,0.00,1.01
1782783675,148566786,57,0,0,0,0.00,0.76
1782783676,148566377,41,0,0,0,0.00,1.25
1782783677,148570343,58,0,0,0,0.00,1.01
1782783678,148567747,38,0,0,0,0.00,0.76
1782783679,148567704,34,0,0,0,0.00,0.50
1782783680,148568912,41,0,0,0,0.00,1.25
1782783681,148563090,39,0,1,0,0.00,0.51
1782783682,148566174,43,1,0,0,0.00,1.01
1782783683,148568582,51,0,0,0,0.00,1.50
1782783684,148542971,31,0,0,0,0.00,0.50
1782783685,148568818,45,0,0,0,0.00,1.25
1782783686,148568468,32,1,1,0,0.00,0.50
1782783687,148565046,31,0,0,0,0.00,0.75
1782783688,148566624,34,0,0,0,0.00,0.75
1782783689,148569610,35,0,0,0,0.00,1.01
1782783690,148565930,47,0,0,0,0.00,1.01
1782783691,148568292,45,0,0,0,0.00,0.76
1782783692,148562530,44,1,1,0,0.00,1.75
1782783693,148565987,36,1,1,0,0.00,1.01
1782783694,148566268,34,0,0,0,0.00,0.75
1782783695,148572644,40,0,0,0,0.00,0.76
1782783696,148565322,39,0,0,0,0.00,0.76
1782783697,148603678,32,0,0,0,0.00,1.00
1782783698,148565213,36,0,0,0,0.00,1.00
1782783699,148569299,43,0,0,0,0.00,1.25
1782783700,148567033,34,0,0,0,0.00,0.50
1782783701,148567684,26,0,0,0,0.00,0.50
1782783702,148568648,35,0,0,0,0.00,0.75
1782783703,148567165,20,0,0,0,0.00,0.25
1782783704,148567922,47,0,0,0,0.00,1.26
1782783705,148566597,33,0,0,0,0.00,0.50
1782783706,148566053,44,1,1,0,0.00,0.76
1782783707,148569417,30,0,0,0,0.00,0.25
1782783708,148565802,42,1,1,0,0.00,1.01
1782783709,148562813,37,2,3,0,0.00,1.25
1782783710,148566543,42,0,0,0,0.00,0.76
1782783711,148569233,25,0,0,0,0.00,1.00
1782783712,148527652,48,0,1,0,0.00,0.51
1782783713,148573103,28,0,0,0,0.00,0.75
1782783714,148566940,38,0,0,0,0.00,1.01
1782783715,148566560,42,0,0,0,0.00,0.76
1782783716,148567430,35,1,2,0,0.00,0.51
1782783717,148566165,44,0,0,0,0.00,1.01
1782783718,148567870,44,0,0,0,0.00,1.25
1782783719,148572544,38,0,0,0,0.00,0.76
1782783720,148566022,36,0,1,0,0.00,0.76
1782783721,148565749,50,0,0,0,0.00,1.01
1782783722,148566884,24,0,1,0,0.00,0.25
1782783723,148568332,25,0,0,0,0.00,0.50
1782783724,148567385,28,0,0,0,0.00,1.00
1782783725,148559199,46,0,0,0,0.00,1.25
1782783726,148567211,64,0,0,0,0.00,1.76
1782783727,148580173,72,0,0,0,0.00,1.51
1782783728,148567562,46,0,0,0,0.00,1.01
1782783729,148569170,42,0,0,0,0.00,1.01
1782783730,148571040,36,0,0,0,0.00,0.50
1782783731,148567337,35,1,1,0,0.00,1.01
1782783732,148565875,40,0,0,0,0.00,1.75
1782783733,148562277,41,1,1,0,0.00,1.01
1782783734,148564723,51,0,0,0,0.00,1.75
1782783735,148566283,32,1,1,0,0.00,0.75
1782783736,148566022,40,0,1,0,0.00,1.01
1782783737,148565761,47,0,0,0,0.00,1.01
1782783738,148566438,40,0,0,0,0.00,1.01
1782783739,148567272,44,0,0,0,0.00,1.01
1782783740,148529409,44,0,0,0,0.00,1.25
1782783741,148567848,38,0,0,0,0.00,0.75
1782783742,148565559,34,2,2,0,0.00,1.25
1782783743,148569573,43,1,1,0,0.00,0.76
1782783744,148566192,40,0,0,0,0.00,1.25
1782783745,148565780,45,0,1,0,0.00,1.01
1782783746,148574015,45,0,0,0,0.00,0.25
1782783747,148564542,44,0,0,0,0.00,1.25
1782783748,148548038,41,0,0,0,0.00,1.01
1782783749,148566015,43,0,0,0,0.00,1.50
1782783750,148565346,40,0,0,0,0.00,0.51
1782783751,148566761,46,0,0,0,0.00,0.76
1782783752,148526666,47,0,0,0,0.00,1.74
1782783753,148566520,47,0,0,0,0.00,1.75
1782783754,148565698,35,0,0,0,0.00,0.25
1782783755,148605293,53,1,1,0,0.00,1.26
1782783756,148569159,40,0,0,0,0.00,0.76
1782783757,148565109,51,0,0,0,0.00,0.76
1782783758,148565019,26,0,0,0,0.00,0.75
1782783759,148528939,35,1,0,0,0.00,1.25
1782783760,148566819,45,0,0,0,0.00,0.76
1782783761,148528761,37,0,0,0,0.00,1.01
1782783762,148564402,39,0,0,0,0.00,0.76
1782783763,148565825,52,0,0,0,0.00,0.76
1782783764,148570009,35,1,1,0,0.00,0.50
1782783765,148568153,41,2,2,0,0.00,0.76
1782783766,148565411,46,0,0,0,0.00,1.01
1782783767,148566941,28,0,0,0,0.00,0.75
1782783768,148567950,25,0,0,0,0.00,0.75
1782783769,148570367,37,0,0,0,0.00,0.76
1782783770,148571742,35,0,0,0,0.00,0.75
1782783771,148568639,36,0,0,0,0.00,0.76
1782783772,148563610,39,0,0,0,0.00,1.25
1782783773,148567800,36,0,0,0,0.00,0.76
1782783774,148567772,33,0,0,0,0.00,0.50
1782783775,148565505,53,1,1,0,0.00,1.75
1782783776,148680477,37,0,0,0,0.00,0.25
1782783777,148569201,42,0,0,0,0.00,1.26
1782783778,148568394,35,1,1,0,0.00,0.50
1782783779,148573682,34,3,3,0,0.00,1.50
1782783780,148570064,42,0,0,0,0.00,0.51
1782783781,148568269,38,1,2,0,0.00,1.01
1782783782,148606788,33,0,0,0,0.00,0.50
1782783783,148598120,22,0,0,0,0.00,0.25
1782783784,148566171,35,0,0,0,0.00,0.75
1782783785,148569118,27,0,0,0,0.00,0.50
1782783786,148607118,39,0,0,0,0.00,1.00
1782783787,148568192,53,0,0,0,0.00,1.51
1782783788,148566142,58,0,1,0,0.00,0.76
1782783789,148570029,37,0,0,0,0.00,1.01
1782783790,148566990,46,0,0,0,0.00,1.01
1782783791,148568535,31,0,0,0,0.00,0.75
1782783792,148530185,34,1,1,0,0.00,1.00
1782783793,148561315,47,1,1,0,0.00,0.25
1782783794,148603434,48,0,0,0,0.00,1.01
1782783795,148600450,29,0,0,0,0.00,0.25
